,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
5788,0.89,0.88,3,203,3,0,0,0,accounting,high
5789,0.74,0.91,2,264,3,0,0,0,support,low
5790,0.6,0.95,3,221,3,0,0,0,sales,low
5791,0.44,0.55,2,135,3,0,1,0,support,low
5792,0.25,0.82,5,244,5,1,0,0,sales,medium
5793,0.79,0.79,4,231,2,0,0,0,sales,low
5794,0.82,0.89,4,237,3,0,0,0,support,medium
5795,0.82,0.9,4,232,3,0,0,0,RandD,low
5796,0.82,0.84,5,173,2,0,0,0,RandD,low
5797,0.95,0.73,4,238,3,1,0,0,IT,low
5798,0.76,0.62,5,230,3,1,0,0,marketing,low
5799,0.17,0.5,4,267,6,0,0,0,support,high
5800,0.18,0.95,6,248,3,0,0,0,support,low
5801,0.71,0.69,4,222,4,0,0,0,sales,medium
5802,0.87,0.98,4,238,3,1,0,0,management,low
5803,0.68,0.89,5,218,5,0,0,0,sales,low
5804,0.51,0.73,4,229,3,0,0,0,sales,low
5805,0.59,0.87,4,191,2,0,0,0,technical,low
5806,0.56,0.78,3,200,2,0,0,0,support,medium
5807,0.45,0.43,4,253,4,0,0,0,support,medium
5808,0.89,0.59,3,247,4,0,0,0,technical,low
5809,0.44,0.5,2,132,3,0,1,0,technical,low
5810,0.6,0.57,3,202,3,0,0,0,support,low
5811,0.49,0.99,6,230,4,0,0,0,accounting,low
5812,0.45,0.71,2,172,2,0,0,0,sales,low
5813,0.4,0.5,2,127,3,0,1,0,IT,low
5814,0.15,0.92,5,164,3,0,0,0,sales,medium
5815,0.42,0.55,2,148,3,0,1,0,sales,low
5816,0.68,0.97,3,250,3,1,0,0,product_mng,medium
5817,0.11,0.8,6,256,4,0,1,0,IT,low
5818,0.79,0.79,4,231,2,0,0,0,sales,low
5819,0.98,0.77,5,223,2,1,0,0,support,medium
5820,0.87,0.88,5,262,6,0,1,0,sales,low
5821,0.11,0.97,6,277,4,0,1,0,product_mng,medium
5822,0.82,0.63,4,232,4,0,0,0,technical,low
5823,0.98,0.99,4,261,10,1,0,0,sales,low
5824,0.76,0.69,4,253,3,0,0,0,IT,low
5825,0.49,0.59,4,137,4,0,0,0,technical,high
5826,0.4,0.42,3,146,2,1,0,0,hr,medium
5827,0.12,0.49,4,191,5,0,0,0,IT,low
5828,0.61,0.83,4,245,3,1,0,1,technical,low
5829,0.1,0.83,6,295,4,0,1,0,product_mng,medium
5830,0.41,0.96,5,167,3,1,0,0,technical,low
5831,0.9,0.57,4,186,4,0,0,0,technical,medium
5832,0.94,0.78,3,218,2,1,0,0,sales,medium
5833,0.89,0.39,5,218,2,0,0,0,technical,low
5834,0.62,0.89,4,261,2,0,0,0,technical,medium
5835,0.87,0.64,2,148,6,1,0,0,marketing,medium
5836,0.7,0.53,3,215,7,1,0,0,technical,medium
5837,0.49,0.61,5,133,3,0,0,0,technical,low
5838,0.84,0.85,4,249,6,0,1,0,marketing,low
5839,0.96,0.52,4,228,3,0,0,0,sales,low
5840,0.81,0.98,5,245,5,0,1,0,IT,low
5841,0.11,0.86,6,254,4,0,1,0,sales,medium
5842,0.58,0.91,3,124,2,0,0,0,technical,medium
5843,0.45,0.53,2,129,3,0,1,0,technical,high
5844,0.48,0.69,4,222,2,0,0,0,technical,medium
5845,0.24,0.54,6,193,4,0,0,0,support,medium
5846,0.41,0.61,3,185,2,1,0,0,sales,medium
5847,0.73,0.6,3,137,3,0,0,0,hr,medium
5848,0.58,0.79,5,197,3,0,0,0,RandD,medium
5849,0.52,0.67,3,244,3,0,0,0,sales,low
5850,0.92,0.8,4,263,4,0,0,0,RandD,low
5851,0.78,0.99,3,151,3,1,0,0,product_mng,low
5852,0.16,0.99,3,213,6,1,0,1,RandD,medium
5853,0.65,0.66,5,165,3,0,0,0,support,medium
5854,0.62,0.82,3,204,10,0,0,0,accounting,medium
5855,0.1,0.83,6,283,5,0,1,0,support,medium
5856,0.71,0.99,4,238,4,1,0,0,sales,high
5857,0.71,1.0,4,300,5,0,1,0,support,medium
5858,0.1,0.9,7,281,4,0,1,0,sales,low
5859,0.87,0.57,4,175,2,1,0,0,technical,low
5860,0.9,0.49,6,175,4,0,0,0,sales,low
5861,0.54,0.75,3,181,3,0,0,0,accounting,low
5862,0.77,0.55,3,225,3,0,0,0,sales,medium
5863,0.81,0.85,4,134,10,1,0,0,management,medium
5864,0.8,0.68,4,199,2,0,0,0,IT,medium
5865,0.69,0.48,5,232,4,0,0,0,sales,medium
5866,0.56,0.68,3,109,3,0,0,0,IT,low
5867,0.87,0.78,4,142,3,0,0,0,management,medium
5868,0.1,0.94,6,309,4,0,1,0,technical,medium
5869,0.59,0.64,5,269,3,0,0,0,support,medium
5870,0.86,0.94,5,224,5,0,1,0,marketing,medium
5871,0.97,0.88,3,204,2,0,0,0,management,low
5872,0.74,0.63,4,170,2,0,0,0,IT,medium
5873,0.15,0.74,6,212,2,0,0,0,sales,low
5874,0.11,0.91,6,278,4,0,1,0,marketing,low
5875,0.63,0.88,5,260,3,0,0,0,marketing,medium
5876,0.09,0.89,6,282,4,0,1,0,support,low
5877,0.65,0.97,4,145,2,0,0,0,technical,medium
5878,0.99,0.54,4,239,3,0,0,0,marketing,low
5879,0.81,0.95,5,266,5,0,1,0,technical,medium
5880,0.9,0.48,4,136,7,0,0,0,IT,low
5881,0.37,0.45,2,131,3,0,1,0,sales,low
5882,0.1,0.86,6,247,4,0,1,0,sales,medium
5883,0.09,0.89,6,276,4,0,1,0,technical,low
5884,0.51,0.56,4,168,2,0,0,0,sales,low
5885,0.53,0.64,3,168,3,0,0,0,sales,low
5886,0.49,0.7,4,168,3,0,0,0,accounting,medium
5887,0.17,0.76,4,171,5,0,0,0,product_mng,low
5888,0.37,0.52,2,155,3,0,1,0,technical,medium
5889,0.11,0.83,6,295,4,0,1,0,support,medium
5890,0.98,0.53,3,234,3,0,0,0,sales,medium
5891,0.9,0.52,4,167,3,1,0,0,technical,low
5892,0.74,0.89,5,232,6,0,1,0,technical,medium
5893,0.77,0.94,5,226,6,0,1,0,support,low
5894,0.75,0.76,3,171,4,0,0,0,sales,low
5895,0.85,0.65,3,187,2,0,0,0,management,high
5896,0.56,0.92,5,222,4,0,0,0,support,medium
5897,0.71,0.53,4,196,2,1,0,0,sales,low
5898,0.61,0.72,4,182,2,1,0,0,RandD,medium
5899,0.96,0.76,4,152,3,1,0,0,accounting,low
5900,0.46,0.47,6,101,5,0,0,0,hr,low
5901,0.91,0.74,3,150,2,0,0,0,accounting,medium
5902,0.8,0.62,5,190,4,1,0,0,IT,medium
5903,0.42,0.46,2,143,3,0,1,0,RandD,low
5904,0.36,0.62,4,237,2,0,1,0,technical,medium
5905,0.85,0.54,3,185,10,0,0,1,management,high
5906,0.69,0.68,5,167,3,0,0,0,technical,low
5907,0.1,0.91,6,262,5,1,1,0,technical,low
5908,0.1,0.89,7,308,4,0,1,0,technical,medium
5909,0.8,0.68,4,157,3,0,0,0,sales,medium
5910,0.11,0.8,6,306,4,0,1,0,sales,low
5911,0.43,0.5,2,152,3,0,1,0,management,medium
5912,0.77,0.87,3,207,4,1,0,0,sales,low
5913,0.95,0.9,3,259,2,0,0,0,support,low
5914,0.61,0.97,3,148,3,0,0,0,RandD,low
5915,0.72,0.99,4,239,3,0,0,0,marketing,medium
5916,0.37,0.53,2,126,3,0,1,0,sales,low
5917,0.83,0.48,4,220,3,1,0,0,support,low
5918,0.77,0.58,4,202,3,0,0,0,sales,medium
5919,0.21,0.65,4,276,6,0,0,0,marketing,high
5920,0.21,0.39,2,118,4,0,0,0,sales,medium
5921,0.58,0.78,5,211,3,1,0,0,marketing,low
5922,0.61,0.99,4,251,2,0,0,0,IT,low
5923,0.76,0.79,3,247,3,0,0,0,sales,low
5924,0.43,0.45,2,135,3,0,1,0,marketing,low
5925,0.37,0.46,2,130,3,1,1,0,technical,medium
5926,0.5,0.99,4,272,2,0,0,0,sales,medium
5927,0.37,0.53,2,143,3,0,1,0,support,low
5928,0.75,0.49,4,246,3,1,0,0,sales,low
5929,0.75,0.5,4,166,4,0,0,0,IT,low
5930,0.96,0.51,4,225,3,0,0,0,marketing,medium
5931,0.71,0.93,5,140,8,0,0,0,marketing,medium
5932,0.8,0.66,4,223,3,0,0,0,support,medium
5933,0.71,0.99,2,136,3,0,0,0,IT,low
5934,0.74,0.63,3,180,3,0,0,0,management,high
5935,0.11,0.78,7,278,4,0,1,0,sales,low
5936,0.66,0.66,4,166,3,0,0,0,technical,low
5937,0.24,0.56,4,281,7,0,0,0,sales,medium
5938,0.59,0.47,3,143,2,0,0,0,technical,medium
5939,0.5,0.97,4,217,3,0,0,0,hr,low
5940,0.31,0.87,6,240,3,1,0,0,hr,low
5941,0.77,0.65,3,156,4,0,0,0,product_mng,medium
5942,0.84,0.76,5,215,2,1,0,0,support,low
5943,0.54,0.78,4,176,2,0,0,0,marketing,medium
5944,0.74,0.64,3,229,3,0,0,0,support,medium
5945,0.8,0.74,2,205,3,1,0,0,sales,low
5946,0.85,0.69,3,263,3,0,0,0,sales,medium
5947,0.1,0.92,6,243,4,1,1,0,sales,low
5948,0.53,0.78,5,198,3,0,0,0,technical,low
5949,0.49,0.59,4,137,4,0,0,0,technical,high
5950,0.3,0.97,3,171,4,1,0,0,management,medium
5951,0.92,0.6,5,236,3,1,0,1,sales,medium
5952,0.83,0.85,4,263,3,0,0,0,support,medium
5953,0.6,0.97,5,145,2,0,0,0,technical,medium
5954,0.7,0.6,3,266,2,0,0,0,technical,high
5955,0.68,0.69,3,185,2,0,0,0,accounting,low
5956,0.37,0.49,2,148,3,0,1,0,sales,low
5957,0.52,0.84,2,266,2,0,0,0,sales,low
5958,0.9,0.82,5,259,5,0,1,0,support,low
5959,0.8,0.9,4,211,8,0,0,0,accounting,medium
5960,0.37,0.52,2,128,3,0,1,0,accounting,low
5961,0.49,0.49,4,256,3,1,0,0,support,low
5962,0.57,0.78,3,134,3,0,0,0,RandD,medium
5963,0.65,0.49,5,221,2,0,0,0,management,low
5964,0.45,0.49,2,149,3,0,1,0,product_mng,high
5965,0.49,0.52,3,225,2,0,0,0,technical,high
5966,0.93,0.57,5,143,2,0,0,0,support,medium
5967,0.84,0.99,4,267,5,0,1,0,product_mng,low
5968,0.53,0.78,5,275,5,0,0,0,hr,low
5969,0.85,0.88,3,198,4,1,0,0,technical,medium
5970,0.93,0.7,5,206,4,0,0,0,accounting,low
5971,0.76,0.78,3,189,2,0,0,0,sales,low
5972,0.43,0.57,2,151,3,1,1,0,hr,low
5973,0.89,0.89,3,138,2,0,0,0,RandD,medium
5974,0.76,0.84,5,249,3,0,0,0,support,low
5975,0.49,0.67,3,254,2,1,0,0,technical,medium
5976,0.75,0.88,5,270,5,0,1,0,IT,high
5977,0.88,0.67,5,264,3,0,0,0,product_mng,medium
5978,0.59,0.71,5,169,2,0,0,0,sales,low
5979,0.37,0.45,2,142,3,0,1,0,IT,low
5980,0.87,0.88,3,179,2,0,0,0,sales,medium
5981,0.92,0.69,3,192,3,0,0,0,accounting,medium
5982,0.8,0.63,4,211,2,0,0,0,product_mng,medium
5983,0.73,0.62,4,247,4,0,0,0,sales,low
5984,0.53,0.69,4,135,3,0,0,0,product_mng,low
5985,0.79,0.96,4,170,2,0,0,0,product_mng,low
5986,0.49,0.54,4,173,2,0,0,0,sales,low
5987,0.44,0.52,2,128,3,0,1,0,sales,medium
5988,0.76,0.62,3,150,2,1,0,0,technical,medium
5989,0.51,0.58,2,181,4,0,0,0,support,medium
5990,0.74,0.86,5,153,2,0,0,0,sales,low
5991,0.53,0.62,4,162,2,0,0,0,sales,low
5992,0.5,0.58,4,96,3,0,0,0,sales,low
5993,0.37,0.48,2,160,3,0,1,0,support,low
5994,0.84,0.56,5,224,2,0,0,0,support,medium
5995,0.96,0.6,4,170,2,1,0,0,product_mng,low
5996,0.57,0.53,3,162,3,0,0,0,support,low
5997,0.85,0.87,6,232,6,0,0,0,technical,low
5998,0.18,0.59,4,132,3,0,0,0,RandD,low
5999,0.73,1.0,4,252,5,0,1,0,technical,medium
6000,0.81,0.53,3,258,2,0,0,0,IT,low
6001,0.09,0.9,6,287,4,0,1,0,technical,low
6002,0.86,1.0,5,227,5,0,1,0,technical,medium
6003,0.31,0.86,3,266,7,0,0,0,sales,low
6004,0.88,0.51,3,208,3,0,0,0,hr,medium
6005,0.13,0.77,4,201,5,0,0,0,marketing,medium
6006,0.55,0.81,5,229,3,0,0,0,hr,low
6007,0.63,0.66,4,157,2,0,0,0,support,medium
6008,0.97,0.79,5,259,3,0,0,1,support,medium
6009,0.8,0.95,5,217,5,0,1,0,support,low
6010,0.85,0.9,2,168,2,0,1,0,sales,medium
6011,0.11,0.78,6,260,4,0,1,0,hr,medium
6012,0.58,0.86,4,168,2,0,0,0,product_mng,medium
6013,0.6,0.91,4,214,2,0,0,0,IT,medium
6014,0.9,0.76,2,150,2,0,0,0,technical,medium
6015,0.79,0.86,3,139,3,0,0,0,support,low
6016,0.8,0.96,3,161,3,0,0,0,technical,low
6017,0.19,0.68,5,149,3,0,0,0,hr,medium
6018,0.89,0.74,4,174,2,0,0,0,sales,low
6019,1.0,0.67,3,181,2,0,0,0,technical,low
6020,0.88,0.88,4,222,3,1,0,1,sales,medium
6021,0.11,0.85,6,305,4,0,1,0,accounting,medium
6022,0.1,0.79,6,256,5,0,1,0,support,low
6023,0.86,0.92,4,229,4,0,0,0,accounting,medium
6024,0.7,0.68,4,143,5,0,0,0,IT,high
6025,0.88,0.56,4,243,4,0,0,0,accounting,medium
6026,0.94,0.95,5,170,3,0,0,0,support,medium
6027,0.53,0.74,3,172,10,0,0,1,management,high
6028,0.14,0.56,5,259,4,1,0,0,IT,low
6029,1.0,0.81,3,168,4,0,0,0,support,low
6030,0.86,0.87,5,171,2,0,0,0,sales,low
6031,0.86,0.66,4,191,2,0,0,0,technical,low
6032,0.55,0.9,3,181,3,1,0,0,RandD,low
6033,0.65,0.67,5,128,5,0,0,0,marketing,medium
6034,0.88,0.83,4,273,10,0,0,0,sales,medium
6035,0.82,0.51,2,268,2,0,0,0,management,high
6036,0.57,0.82,5,218,3,0,0,0,support,medium
6037,0.68,0.49,3,178,3,1,0,0,RandD,low
6038,0.37,0.9,3,229,6,0,0,0,RandD,medium
6039,0.2,0.58,5,199,4,0,0,0,sales,low
6040,0.53,0.97,4,254,3,0,0,0,sales,low
6041,0.45,0.75,3,122,3,0,0,0,support,high
6042,0.59,0.92,3,138,10,0,0,0,support,low
6043,0.64,0.64,3,180,2,1,0,0,sales,low
6044,0.66,0.65,3,272,10,0,0,0,IT,medium
6045,0.88,0.82,4,109,2,0,0,0,support,medium
6046,0.38,0.5,3,196,3,0,0,0,sales,medium
6047,0.83,0.69,4,233,2,0,0,0,sales,medium
6048,0.73,0.99,5,241,5,0,1,0,sales,low
6049,0.99,0.73,5,197,4,1,0,0,technical,low
6050,0.66,0.67,2,255,3,0,1,0,technical,low
6051,0.73,1.0,4,146,3,0,0,0,sales,medium
6052,0.95,0.62,4,150,2,0,0,0,management,low
6053,0.63,0.78,2,158,5,1,0,0,sales,medium
6054,0.39,0.49,2,129,3,0,1,0,technical,medium
6055,0.65,0.86,4,269,2,1,0,0,hr,medium
6056,0.82,0.74,3,232,3,0,0,0,hr,low
6057,0.66,0.5,3,218,2,0,0,0,hr,medium
6058,0.53,0.45,5,140,5,0,0,0,technical,low
6059,0.61,0.52,4,171,2,0,0,0,marketing,low
6060,0.68,0.71,3,237,3,0,0,0,IT,low
6061,0.82,0.52,5,233,2,0,0,0,support,medium
6062,0.09,0.95,6,304,4,0,1,0,sales,low
6063,0.91,0.9,4,174,3,0,0,0,support,low
6064,0.66,0.92,4,229,2,0,0,0,technical,low
6065,0.89,0.9,4,160,2,0,0,0,accounting,low
6066,0.84,0.56,3,266,3,0,0,0,hr,high
6067,0.61,0.42,2,103,8,0,0,0,marketing,medium
6068,0.55,0.69,4,220,3,1,0,0,management,high
6069,0.76,0.81,4,242,2,0,0,0,IT,low
6070,0.83,0.95,4,251,5,0,1,0,marketing,medium
6071,0.15,0.66,5,160,4,1,0,0,sales,medium
6072,0.16,0.74,5,205,4,1,0,0,sales,low
6073,0.15,0.81,4,160,5,0,0,0,technical,medium
6074,0.79,0.57,4,233,2,0,0,0,product_mng,low
6075,0.97,0.63,3,133,3,0,0,0,hr,low
6076,0.52,0.63,3,233,3,0,0,1,sales,medium
6077,0.68,0.8,4,186,3,1,0,0,support,low
6078,0.18,0.9,4,282,4,0,0,0,product_mng,medium
6079,0.8,0.95,3,247,3,0,0,0,hr,medium
6080,0.69,0.75,3,253,3,0,0,0,management,high
6081,0.88,0.66,4,218,4,1,0,0,marketing,low
6082,0.5,0.53,3,191,2,1,0,0,hr,low
6083,0.1,0.83,7,276,4,0,1,0,accounting,low
6084,0.73,0.92,5,232,5,0,1,0,sales,low
6085,0.97,0.41,5,135,6,0,0,0,sales,medium
6086,0.43,0.46,2,129,3,0,1,0,technical,medium
6087,0.91,0.67,2,255,4,0,0,0,accounting,low
6088,0.78,0.96,3,202,4,1,0,0,marketing,medium
6089,0.89,0.9,3,240,3,0,0,0,sales,high
6090,0.11,0.96,6,298,4,0,1,0,sales,low
6091,0.76,0.98,4,258,3,0,0,0,RandD,low
6092,0.98,0.54,4,178,3,0,0,0,technical,low
6093,0.2,0.97,4,237,5,0,0,0,IT,medium
6094,0.21,0.81,5,169,4,0,0,0,support,medium
6095,0.85,0.76,4,262,2,0,0,0,IT,low
6096,0.62,0.66,4,143,3,0,0,0,support,medium
6097,0.22,0.69,3,212,3,0,0,0,sales,medium
6098,0.62,0.58,3,148,2,1,0,0,technical,low
6099,0.69,0.68,3,151,3,1,0,0,support,low
6100,0.68,0.58,4,186,2,0,0,0,sales,medium
6101,0.49,0.94,5,136,3,0,0,0,product_mng,medium
6102,0.54,0.93,5,189,2,0,0,0,support,medium
6103,0.53,0.73,5,174,3,0,0,0,accounting,high
6104,0.81,0.99,3,239,2,1,0,0,technical,low
6105,0.53,0.51,4,174,2,0,0,0,support,medium
6106,0.76,0.52,2,229,3,0,0,1,technical,medium
6107,0.64,0.86,4,143,2,0,0,0,support,medium
6108,0.9,0.85,3,158,7,0,0,0,marketing,medium
6109,0.66,0.85,3,178,8,1,0,0,marketing,medium
6110,0.11,0.85,7,244,4,0,1,0,support,low
6111,0.77,0.76,3,201,4,0,0,0,accounting,medium
6112,0.99,0.37,5,155,3,0,0,0,sales,low
6113,0.85,0.98,5,222,3,0,0,1,sales,medium
6114,0.59,0.9,2,219,2,1,0,0,technical,medium
6115,0.65,0.36,2,282,3,0,0,0,product_mng,medium
6116,0.82,0.89,5,217,5,0,1,0,sales,high
6117,0.13,0.76,5,217,3,0,0,0,support,low
6118,0.44,0.51,2,219,4,0,0,0,sales,low
6119,0.63,0.93,4,233,3,0,0,0,IT,medium
6120,0.5,0.71,4,163,8,0,0,1,hr,medium
6121,0.69,0.68,4,168,3,0,0,0,technical,low
6122,0.52,0.58,3,203,2,0,0,0,RandD,medium
6123,0.09,0.82,6,257,4,0,1,0,accounting,medium
6124,0.44,0.53,2,149,3,0,1,0,sales,low
6125,0.92,0.97,4,199,3,0,0,0,support,low
6126,0.51,0.6,5,175,3,0,0,0,technical,medium
6127,0.64,0.99,4,222,2,0,0,0,technical,low
6128,0.52,0.92,4,112,2,0,0,0,technical,medium
6129,0.28,0.51,3,124,3,0,0,0,technical,low
6130,0.6,0.8,4,222,2,0,0,0,sales,medium
6131,0.98,0.53,4,214,2,0,0,0,sales,low
6132,0.42,0.56,2,149,3,0,1,0,sales,low
6133,0.58,0.97,3,274,4,1,0,1,sales,medium
6134,0.87,1.0,3,148,3,0,0,0,marketing,low
6135,0.21,0.61,3,173,2,0,0,0,RandD,low
6136,0.98,0.92,4,201,3,1,0,0,support,low
6137,0.74,0.74,4,233,2,0,0,0,sales,medium
6138,0.77,0.61,4,181,2,0,0,0,support,low
6139,0.29,0.39,6,105,6,0,0,0,technical,medium
6140,0.31,0.63,3,150,3,1,0,0,sales,medium
6141,0.44,0.57,2,145,3,0,1,0,support,low
6142,0.64,0.5,3,146,3,0,0,0,technical,low
6143,0.98,0.74,3,185,3,0,0,0,sales,medium
6144,0.84,0.85,4,249,6,0,1,0,marketing,low
6145,0.9,0.85,4,279,6,0,0,0,support,medium
6146,0.49,0.6,2,113,5,0,0,0,IT,low
6147,0.82,0.82,5,267,2,0,0,0,technical,medium
6148,0.11,0.88,7,253,4,0,1,0,hr,low
6149,0.62,0.94,3,151,4,0,0,0,support,medium
6150,0.44,0.54,2,151,3,0,1,0,management,low
6151,0.86,0.73,5,259,2,0,0,0,technical,medium
6152,0.7,1.0,4,261,3,0,0,0,technical,low
6153,0.84,0.6,3,186,3,1,0,0,support,medium
6154,0.4,0.56,2,130,3,1,1,0,sales,medium
6155,0.71,0.77,3,145,3,0,0,0,technical,high
6156,0.16,0.96,5,137,5,1,0,0,technical,low
6157,0.69,0.82,4,252,3,1,0,0,IT,medium
6158,0.97,0.58,4,159,3,0,0,0,technical,low
6159,0.95,0.81,4,238,2,0,0,0,technical,low
6160,0.76,0.9,5,142,3,0,0,0,marketing,low
6161,0.77,0.68,3,214,8,1,0,0,management,high
6162,0.51,0.83,3,133,3,0,0,0,sales,low
6163,0.93,0.92,5,185,5,0,0,0,technical,low
6164,0.68,0.58,3,217,2,0,0,0,marketing,high
6165,0.63,0.49,5,192,2,0,0,0,sales,low
6166,0.15,0.74,6,144,7,0,0,1,management,high
6167,0.87,0.38,4,183,5,0,0,0,support,medium
6168,0.9,0.53,3,167,3,0,0,0,hr,low
6169,0.45,0.55,2,151,3,0,1,0,IT,medium
6170,0.64,0.77,3,213,3,1,0,0,RandD,medium
6171,0.72,0.54,4,219,2,0,0,0,technical,medium
6172,0.53,0.76,2,204,4,0,0,0,hr,high
6173,0.89,0.97,4,264,5,0,1,0,marketing,low
6174,0.65,0.77,4,205,3,0,0,0,sales,low
6175,0.79,0.62,5,167,3,0,0,0,sales,low
6176,0.68,0.55,6,181,3,0,0,0,IT,medium
6177,0.11,0.83,6,244,4,0,1,0,accounting,low
6178,0.1,0.97,6,247,4,0,1,0,management,medium
6179,0.72,0.99,3,143,4,0,0,0,sales,low
6180,0.2,1.0,3,123,4,0,0,0,support,low
6181,0.41,0.51,2,159,3,0,1,0,IT,medium
6182,0.52,0.83,5,145,3,0,0,0,sales,medium
6183,0.89,0.93,5,150,2,0,0,0,support,high
6184,0.65,0.59,5,271,3,0,0,0,technical,medium
6185,0.93,0.88,5,140,3,0,0,0,RandD,high
6186,0.24,0.65,4,248,3,0,0,0,support,medium
6187,0.63,0.64,3,180,3,0,0,0,accounting,low
6188,1.0,0.66,4,173,2,0,0,0,support,medium
6189,0.71,0.63,3,204,3,0,0,0,marketing,low
6190,0.89,0.56,4,159,3,0,0,0,product_mng,medium
6191,0.31,0.59,4,138,2,0,0,0,RandD,low
6192,0.7,0.7,3,224,3,0,0,0,sales,low
6193,0.95,0.5,4,186,3,1,0,0,sales,low
6194,0.75,0.75,5,229,2,1,0,0,sales,medium
6195,0.98,0.8,3,166,2,0,0,0,hr,medium
6196,0.7,0.8,5,245,4,0,0,0,support,high
6197,0.1,0.96,7,255,4,0,1,0,marketing,medium
6198,0.86,0.79,3,242,2,0,0,0,support,low
6199,0.41,0.53,2,157,3,0,1,0,accounting,low
6200,0.66,0.72,4,137,3,0,0,0,technical,low
6201,0.86,0.84,4,246,6,0,1,0,IT,low
6202,0.7,0.5,6,214,5,0,0,0,support,medium
6203,0.39,0.57,2,142,3,0,1,0,accounting,medium
6204,0.75,0.85,3,250,6,0,0,0,technical,medium
6205,0.8,0.65,4,172,3,1,0,0,accounting,low
6206,0.55,0.55,5,194,3,1,0,0,hr,low
6207,0.7,0.84,3,260,4,1,0,0,support,medium
6208,0.57,0.56,4,113,3,0,0,0,hr,low
6209,0.65,0.7,3,231,3,0,0,0,sales,medium
6210,0.39,0.49,2,146,3,0,1,0,sales,medium
6211,0.86,0.7,5,160,3,0,0,0,technical,medium
6212,0.21,0.7,6,130,6,1,0,0,RandD,low
6213,0.11,0.9,6,264,4,0,1,0,technical,medium
6214,0.91,0.88,5,210,2,1,0,0,sales,low
6215,0.74,0.91,4,232,5,0,1,0,technical,medium
6216,0.73,0.86,4,179,3,0,0,0,technical,medium
6217,0.81,0.77,5,249,2,0,0,0,support,low
6218,0.81,0.57,4,213,4,0,0,0,technical,high
6219,0.97,0.75,5,270,3,1,0,0,sales,medium
6220,0.99,0.54,3,199,2,0,0,0,sales,medium
6221,0.49,0.52,3,156,2,0,0,0,sales,low
6222,0.83,0.52,4,273,3,0,0,0,technical,medium
6223,0.95,0.67,3,153,2,0,0,0,sales,low
6224,0.8,0.6,5,217,3,0,0,0,management,high
6225,0.61,0.88,5,146,7,1,0,0,marketing,low
6226,0.58,0.88,4,255,3,0,0,0,sales,high
6227,0.81,0.88,5,242,5,0,1,0,support,medium
6228,0.4,0.46,2,146,3,0,1,0,sales,low
6229,0.79,0.86,5,238,8,0,0,0,sales,low
6230,0.5,0.77,3,267,2,0,0,0,management,high
6231,0.86,0.87,3,205,4,0,0,0,hr,low
6232,0.54,0.77,3,185,3,0,0,0,support,medium
6233,0.85,0.99,4,233,2,0,0,0,marketing,high
6234,0.48,0.84,4,252,3,0,0,0,technical,medium
6235,0.81,0.62,3,100,3,0,0,0,sales,low
6236,0.45,0.48,2,149,3,0,1,0,support,low
6237,0.41,0.59,2,182,3,0,0,0,technical,medium
6238,0.92,0.64,4,217,4,0,0,0,RandD,medium
6239,0.57,0.64,2,206,3,0,0,0,accounting,low
6240,0.45,0.66,3,111,4,0,0,0,sales,low
6241,0.1,0.77,6,255,4,0,1,0,management,low
6242,0.38,0.56,2,161,3,0,1,0,RandD,medium
6243,0.58,0.79,5,262,2,0,0,0,sales,high
6244,0.74,0.96,4,231,5,0,1,0,technical,low
6245,0.96,0.89,2,239,6,1,0,0,sales,medium
6246,0.41,0.48,2,141,3,0,1,0,IT,low
6247,0.46,0.73,6,256,4,0,0,0,product_mng,high
6248,0.19,0.8,5,203,6,0,0,0,product_mng,medium
6249,0.09,0.93,6,296,4,0,1,0,technical,medium
6250,0.98,0.89,4,218,2,0,0,0,sales,medium
6251,0.72,0.98,4,156,3,0,0,0,product_mng,medium
6252,0.1,0.93,7,305,4,0,1,0,technical,medium
6253,0.96,0.66,4,268,3,0,0,0,sales,medium
6254,0.1,0.87,7,299,4,0,1,0,sales,low
6255,0.65,0.62,4,235,3,0,0,0,support,low
6256,0.8,0.84,3,203,3,1,0,0,accounting,medium
6257,0.62,0.49,3,158,2,0,0,0,sales,low
6258,0.38,0.51,2,159,3,0,1,0,technical,low
6259,0.83,0.93,4,269,5,0,1,0,sales,low
6260,0.9,0.83,5,259,5,0,1,0,accounting,low
6261,0.55,0.54,3,253,2,0,0,0,support,low
6262,0.91,0.8,5,169,4,0,0,0,sales,low
6263,1.0,0.66,4,238,4,0,0,0,accounting,low
6264,0.93,0.56,5,140,3,0,0,0,technical,medium
6265,0.64,0.78,5,156,5,1,0,0,sales,low
6266,0.77,0.98,4,238,6,0,1,0,support,low
6267,0.36,0.97,5,151,3,0,0,0,support,low
6268,0.92,0.92,4,245,5,0,1,0,sales,low
6269,0.71,0.64,4,189,3,0,0,0,technical,medium
6270,0.83,0.92,4,235,5,0,1,0,sales,low
6271,0.56,0.85,3,109,2,0,0,0,RandD,high
6272,0.78,0.8,3,135,7,0,0,0,sales,medium
6273,0.83,0.91,3,155,3,0,0,0,RandD,low
6274,0.38,0.51,2,141,3,0,1,0,sales,low
6275,0.5,0.79,3,186,3,0,0,0,sales,high
6276,0.48,0.78,2,198,2,0,1,0,technical,medium
